ID,RootVolume,Genotype,Stage,FolderName,PlantNumber,ImagePaths_L,ImagePaths_R,Layers_L,Layers_R
ID_619181_Naqnhc,3.0,IITA-TMS-IBA000070,Early,Yxmmb4wt55,4,[],"['/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_017.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_018.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_019.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_020.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_021.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_022.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_023.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_024.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_025.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_026.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_027.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_028.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_029.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_030.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_031.png', '/Users/yuvenblowria/MLPR/data/Yxmmb4wt55/Yxmmb4wt55_R_032.png']",[],"[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]"
ID_619512_Hveydf,0.9,TMEB419,Early,Dz9lpsl9ae,2,[],"['/Users/yuvenblowria/MLPR/data/Dz9lpsl9ae/Dz9lpsl9ae_R_045.png', '/Users/yuvenblowria/MLPR/data/Dz9lpsl9ae/Dz9lpsl9ae_R_046.png', '/Users/yuvenblowria/MLPR/data/Dz9lpsl9ae/Dz9lpsl9ae_R_047.png', '/Users/yuvenblowria/MLPR/data/Dz9lpsl9ae/Dz9lpsl9ae_R_048.png', '/Users/yuvenblowria/MLPR/data/Dz9lpsl9ae/Dz9lpsl9ae_R_049.png', '/Users/yuvenblowria/MLPR/data/Dz9lpsl9ae/Dz9lpsl9ae_R_050.png']",[],"[45, 46, 47, 48, 49, 50]"
ID_622884_R2ybkc,0.8,TMEB693,Early,Lsdgz02kdp,5,"['/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_029.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_030.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_031.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_032.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_033.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_034.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_035.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_036.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_037.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_038.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_039.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_040.png']",[],"[29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",[]
ID_624313_Mahwp7,0.8,TMEB419,Early,H9lomh5fxk,3,"['/Users/yuvenblowria/MLPR/data/H9lomh5fxk/H9lomh5fxk_L_040.png', '/Users/yuvenblowria/MLPR/data/H9lomh5fxk/H9lomh5fxk_L_041.png', '/Users/yuvenblowria/MLPR/data/H9lomh5fxk/H9lomh5fxk_L_042.png', '/Users/yuvenblowria/MLPR/data/H9lomh5fxk/H9lomh5fxk_L_043.png', '/Users/yuvenblowria/MLPR/data/H9lomh5fxk/H9lomh5fxk_L_044.png', '/Users/yuvenblowria/MLPR/data/H9lomh5fxk/H9lomh5fxk_L_045.png', '/Users/yuvenblowria/MLPR/data/H9lomh5fxk/H9lomh5fxk_L_046.png', '/Users/yuvenblowria/MLPR/data/H9lomh5fxk/H9lomh5fxk_L_047.png', '/Users/yuvenblowria/MLPR/data/H9lomh5fxk/H9lomh5fxk_L_048.png', '/Users/yuvenblowria/MLPR/data/H9lomh5fxk/H9lomh5fxk_L_049.png', '/Users/yuvenblowria/MLPR/data/H9lomh5fxk/H9lomh5fxk_L_050.png']",[],"[40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]",[]
ID_624401_Iohnop,1.4,TMEB693,Early,Ifqbqqrika,2,"['/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_L_026.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_L_027.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_L_028.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_L_029.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_L_030.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_L_031.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_L_032.png']",[],"[26, 27, 28, 29, 30, 31, 32]",[]
ID_626872_Pbmx2e,2.6,IITA-TMS-IBA000070,Early,Hqcekwpxgu,2,[],"['/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_030.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_031.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_032.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_033.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_034.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_035.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_036.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_037.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_038.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_039.png']",[],"[30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
ID_627706_Jbbmfl,1.5,TMEB693,Early,Geksu5kuf3,5,[],"['/Users/yuvenblowria/MLPR/data/Geksu5kuf3/Geksu5kuf3_R_035.png', '/Users/yuvenblowria/MLPR/data/Geksu5kuf3/Geksu5kuf3_R_036.png', '/Users/yuvenblowria/MLPR/data/Geksu5kuf3/Geksu5kuf3_R_037.png', '/Users/yuvenblowria/MLPR/data/Geksu5kuf3/Geksu5kuf3_R_038.png', '/Users/yuvenblowria/MLPR/data/Geksu5kuf3/Geksu5kuf3_R_039.png', '/Users/yuvenblowria/MLPR/data/Geksu5kuf3/Geksu5kuf3_R_040.png', '/Users/yuvenblowria/MLPR/data/Geksu5kuf3/Geksu5kuf3_R_041.png', '/Users/yuvenblowria/MLPR/data/Geksu5kuf3/Geksu5kuf3_R_042.png', '/Users/yuvenblowria/MLPR/data/Geksu5kuf3/Geksu5kuf3_R_043.png', '/Users/yuvenblowria/MLPR/data/Geksu5kuf3/Geksu5kuf3_R_044.png']",[],"[35, 36, 37, 38, 39, 40, 41, 42, 43, 44]"
ID_628568_Jox84g,2.6,TMEB419,Early,Pfp24vx905,4,[],"['/Users/yuvenblowria/MLPR/data/Pfp24vx905/Pfp24vx905_R_027.png', '/Users/yuvenblowria/MLPR/data/Pfp24vx905/Pfp24vx905_R_028.png', '/Users/yuvenblowria/MLPR/data/Pfp24vx905/Pfp24vx905_R_029.png', '/Users/yuvenblowria/MLPR/data/Pfp24vx905/Pfp24vx905_R_030.png', '/Users/yuvenblowria/MLPR/data/Pfp24vx905/Pfp24vx905_R_031.png', '/Users/yuvenblowria/MLPR/data/Pfp24vx905/Pfp24vx905_R_032.png', '/Users/yuvenblowria/MLPR/data/Pfp24vx905/Pfp24vx905_R_033.png', '/Users/yuvenblowria/MLPR/data/Pfp24vx905/Pfp24vx905_R_034.png']",[],"[27, 28, 29, 30, 31, 32, 33, 34]"
ID_635510_Owmilz,1.7,TMEB419,Early,Mskdmpitqk,6,[],"['/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_R_027.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_R_028.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_R_029.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_R_030.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_R_031.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_R_032.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_R_033.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_R_034.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_R_035.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_R_036.png']",[],"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36]"
ID_635513_Jn1fnv,0.5,DIXON,Early,Ceibvxd51g,6,[],"['/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_037.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_038.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_039.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_040.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_041.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_042.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_043.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_044.png', '/Users/yuvenblowria/MLPR/data/Ceibvxd51g/Ceibvxd51g_R_045.png']",[],"[37, 38, 39, 40, 41, 42, 43, 44, 45]"
ID_636792_Iqfew2,1.4,IITA-TMS-IBA000070,Early,L5l1h3kekg,4,"['/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_038.png', '/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_039.png', '/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_040.png', '/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_041.png', '/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_042.png', '/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_043.png', '/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_044.png', '/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_045.png', '/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_046.png', '/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_047.png', '/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_048.png', '/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_049.png', '/Users/yuvenblowria/MLPR/data/L5l1h3kekg/L5l1h3kekg_L_050.png']",[],"[38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]",[]
ID_641773_Arvdbh,3.5,TMEB419,Early,Ntqusw7xpb,3,"['/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_019.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_020.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_021.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_022.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_023.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_024.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_025.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_026.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_027.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_028.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_029.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_030.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_031.png']",[],"[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",[]
ID_643743_Vofy0n,3.5,TMEB419,Early,Sauopakhvn,3,[],"['/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_021.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_022.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_023.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_024.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_025.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_026.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_027.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_028.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_029.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_030.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_031.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_032.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_033.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_034.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_035.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_036.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_037.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_038.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_039.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_040.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_041.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_042.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_043.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_044.png', '/Users/yuvenblowria/MLPR/data/Sauopakhvn/Sauopakhvn_R_045.png']",[],"[21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]"
ID_643905_Ruonfx,5.8,TMEB419,Early,Lwuwokuhrf,5,[],"['/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_015.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_016.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_017.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_018.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_019.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_020.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_021.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_022.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_023.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_024.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_025.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_026.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_027.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_028.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_029.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_030.png']",[],"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]"
ID_645074_Wwbbkm,2.8,IITA-TMS-IBA000070,Early,Miny0c252a,2,[],"['/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_028.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_029.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_030.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_031.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_032.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_033.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_034.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_035.png']",[],"[28, 29, 30, 31, 32, 33, 34, 35]"
ID_646686_Imbjg8,2.9,IBA980581,Early,Vwsx0beaxb,4,[],"['/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_R_019.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_R_020.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_R_021.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_R_022.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_R_023.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_R_024.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_R_025.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_R_026.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_R_027.png', '/Users/yuvenblowria/MLPR/data/Vwsx0beaxb/Vwsx0beaxb_R_028.png']",[],"[19, 20, 21, 22, 23, 24, 25, 26, 27, 28]"
ID_648472_Eemzrc,1.3,IITA-TMS-IBA000070,Early,Miny0c252a,3,[],"['/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_028.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_029.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_030.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_031.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_032.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_033.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_034.png', '/Users/yuvenblowria/MLPR/data/Miny0c252a/Miny0c252a_R_035.png']",[],"[28, 29, 30, 31, 32, 33, 34, 35]"
ID_651873_Swew3v,0.4,TMEB693,Early,Ifqbqqrika,4,[],"['/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_R_020.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_R_021.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_R_022.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_R_023.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_R_024.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_R_025.png']",[],"[20, 21, 22, 23, 24, 25]"
ID_660348_Duhci3,11.0,IITA-TMS-IBA000070,Early,Ah4ubi4ggi,6,"['/Users/yuvenblowria/MLPR/data/Ah4ubi4ggi/Ah4ubi4ggi_L_042.png', '/Users/yuvenblowria/MLPR/data/Ah4ubi4ggi/Ah4ubi4ggi_L_043.png', '/Users/yuvenblowria/MLPR/data/Ah4ubi4ggi/Ah4ubi4ggi_L_044.png', '/Users/yuvenblowria/MLPR/data/Ah4ubi4ggi/Ah4ubi4ggi_L_045.png', '/Users/yuvenblowria/MLPR/data/Ah4ubi4ggi/Ah4ubi4ggi_L_046.png', '/Users/yuvenblowria/MLPR/data/Ah4ubi4ggi/Ah4ubi4ggi_L_047.png', '/Users/yuvenblowria/MLPR/data/Ah4ubi4ggi/Ah4ubi4ggi_L_048.png', '/Users/yuvenblowria/MLPR/data/Ah4ubi4ggi/Ah4ubi4ggi_L_049.png']",[],"[42, 43, 44, 45, 46, 47, 48, 49]",[]
ID_661938_Ejfr2m,0.3,TMEB693,Late,Zplb9xaxis,3,"['/Users/yuvenblowria/MLPR/data/Zplb9xaxis/Zplb9xaxis_L_019.png', '/Users/yuvenblowria/MLPR/data/Zplb9xaxis/Zplb9xaxis_L_020.png', '/Users/yuvenblowria/MLPR/data/Zplb9xaxis/Zplb9xaxis_L_021.png', '/Users/yuvenblowria/MLPR/data/Zplb9xaxis/Zplb9xaxis_L_022.png', '/Users/yuvenblowria/MLPR/data/Zplb9xaxis/Zplb9xaxis_L_023.png', '/Users/yuvenblowria/MLPR/data/Zplb9xaxis/Zplb9xaxis_L_024.png', '/Users/yuvenblowria/MLPR/data/Zplb9xaxis/Zplb9xaxis_L_025.png', '/Users/yuvenblowria/MLPR/data/Zplb9xaxis/Zplb9xaxis_L_026.png']",[],"[19, 20, 21, 22, 23, 24, 25, 26]",[]
ID_661969_Lnu1x9,1.5,TMEB419,Early,Pw4ytibfql,4,"['/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_025.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_026.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_027.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_028.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_029.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_030.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_031.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_L_032.png']",[],"[25, 26, 27, 28, 29, 30, 31, 32]",[]
ID_668337_Sbyzrp,1.9,TMEB419,Early,Puya1uaaln,4,"['/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_026.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_027.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_028.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_029.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_030.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_031.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_032.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_033.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_034.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_035.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_036.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_037.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_038.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_039.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_040.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_041.png', '/Users/yuvenblowria/MLPR/data/Puya1uaaln/Puya1uaaln_L_042.png']",[],"[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]",[]
ID_672578_Nifv71,0.2,IBA980581,Early,Kjvcz6bjfj,3,"['/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_024.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_025.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_026.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_027.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_028.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_029.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_030.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_031.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_032.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_033.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_034.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_035.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_L_036.png']",[],"[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",[]
